1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,A,B,B,A,B,B,B,B,D,A,A,B,A,A,A,A,B,B,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,A,B,B,A,B,D,B,B,D,A,A,B,A,A,A,A,B,A,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,B,A,B,A,B,D,B,B,D,A,A,B,A,A,A,A,B,A,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,B,B,B,A,B,C,B,B,D,A,A,B,A,A,A,A,B,A,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,B,B,B,A,B,C,B,B,D,A,A,B,A,A,A,B,B,A,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,C,A,B,B,B,D,B,C,D,A,A,B,A,C,A,C,B,A,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,C,B,B,A,B,C,B,B,D,A,A,B,A,A,A,B,B,A,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,C,B,B,A,B,D,B,B,D,A,A,B,A,A,A,B,B,B,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,D,C,B,C,B,C,C,C,C,D,A,A,B,A,C,B,B,B,B,A,C,1
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,B,A,D,C,B,B,B,B,C,B,C,D,A,A,B,A,C,A,B,B,B,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,B,A,D,C,B,B,B,B,D,B,B,D,A,A,B,A,C,A,B,A,A,A,C,0
A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,D,A,D,C,B,C,B,C,C,C,C,D,A,A,B,A,C,B,C,B,B,A,C,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,A,A,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,A,A,B,B,A,A,D,B,A,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,D,A,A,A,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,D,A,A,B,C,A,A,A,A,A,A,A,1
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,D,A,A,B,A,A,D,B,A,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,D,A,B,B,A,B,C,B,B,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,A,A,D,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,D,A,A,A,A,A,D,A,A,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,D,A,A,B,A,A,D,B,A,D,A,A,A,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,D,A,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,A,B,A,D,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,A,A,A,B,A,B,D,B,B,D,A,A,A,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,A,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,A,A,B,A,B,D,B,B,D,A,A,A,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,A,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,B,A,A,A,B,D,A,B,D,A,A,A,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,B,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,B,B,B,A,B,C,B,B,D,A,A,B,C,A,A,A,B,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,C,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,C,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,B,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,A,A,D,C,A,B,A,B,D,B,B,D,A,A,B,C,A,A,B,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,A,B,B,A,B,D,B,B,D,A,A,A,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,B,B,B,A,B,C,B,B,D,A,A,B,A,A,A,A,B,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,B,B,B,A,B,D,B,B,D,A,A,B,A,A,A,A,B,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,B,B,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,B,B,B,A,B,D,B,B,D,A,A,B,C,A,A,A,B,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,C,A,B,A,B,D,B,B,D,A,A,B,A,A,A,B,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,B,A,D,C,A,B,A,B,D,B,B,D,A,A,B,C,A,A,B,A,A,A,B,0
A,A,A,A,A,A,A,C,A,A,A,D,A,A,A,B,D,A,D,C,A,B,A,B,D,B,B,D,A,A,B,A,B,A,B,A,A,A,B,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,A,A,A,A,A,A,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,D,A,A,A,D,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,D,A,A,B,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,D,A,A,B,D,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,A,A,D,A,A,B,A,A,D,B,A,D,A,A,B,D,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,A,A,A,A,A,0
A,A,A,A,A,A,A,D,A,A,A,D,A,A,A,A,B,A,D,A,A,B,A,B,D,B,B,D,A,A,B,D,A,A,A,A,A,A,A,0
A,A,A,A,A,A,B,C,A,A,B,A,B,A,A,C,A,B,C,B,B,C,B,B,C,C,C,B,A,A,B,C,A,B,A,C,B,A,C,0
A,A,A,A,A,A,B,C,A,A,C,D,C,A,A,C,B,C,D,C,B,C,B,C,C,C,C,B,A,A,B,C,C,B,C,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,A,A,B,A,A,C,B,A,B,B,B,C,A,B,C,C,B,B,C,C,B,C,A,A,A,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,A,B,D,B,B,C,B,B,B,C,B,B,C,C,B,C,B,B,B,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,A,B,D,B,B,C,B,B,C,C,B,B,C,C,B,A,A,A,A,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,B,A,B,C,B,C,B,B,C,C,B,B,C,C,B,C,A,B,A,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,B,B,D,B,B,B,A,B,C,B,B,B,C,C,B,C,A,A,A,B,A,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,B,B,D,B,B,C,B,B,C,C,B,B,C,C,B,C,B,A,B,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,B,B,D,B,B,C,B,B,C,C,C,B,C,C,B,C,B,B,B,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,B,B,D,B,C,C,B,B,B,C,C,B,C,C,B,C,B,B,B,B,B,A,C,0
A,A,A,A,A,C,A,C,C,C,B,D,B,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,B,C,C,C,C,C,B,A,C,0
A,A,A,A,A,C,A,C,C,D,B,D,B,A,A,C,A,B,D,B,B,C,B,B,C,C,B,B,C,C,B,C,B,A,B,B,B,A,C,0
A,A,A,A,A,C,A,D,C,C,B,D,B,A,A,B,A,A,B,C,A,B,A,B,D,B,B,B,C,C,B,D,A,A,A,A,A,A,B,0
A,A,A,A,A,C,A,D,C,C,B,D,B,A,A,B,A,B,D,C,B,B,A,B,C,B,B,B,C,C,B,C,A,A,B,B,A,A,B,0
A,A,A,A,A,C,A,D,C,C,B,D,B,A,A,B,B,B,D,B,A,B,A,B,D,B,B,B,C,C,B,D,A,A,A,B,A,A,B,0
A,A,A,A,A,C,A,D,C,C,B,D,B,A,A,B,B,B,D,C,A,B,A,B,D,B,B,B,C,C,B,C,A,A,A,B,A,A,B,0
A,A,A,A,A,C,A,D,C,D,B,D,B,A,A,B,B,B,D,C,B,B,A,B,D,B,B,B,C,C,B,D,A,A,A,B,A,A,B,0
A,A,A,A,A,C,A,D,C,D,B,D,C,A,A,B,B,B,D,B,B,B,A,B,C,B,B,B,C,C,C,D,A,A,A,A,A,A,B,0
A,A,A,A,C,A,A,A,A,A,A,D,B,A,A,C,A,A,D,C,B,C,B,C,C,C,C,D,A,A,B,A,C,C,B,B,B,D,C,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,A,A,A,A,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,D,A,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,A,A,A,D,A,A,A,A,A,D,A,A,D,A,A,A,C,A,A,A,A,A,D,A,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,A,A,A,D,B,A,B,A,B,D,B,B,D,A,A,B,C,A,A,A,A,A,D,A,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,A,B,A,D,A,A,A,A,A,D,A,A,D,A,A,B,C,A,A,A,A,A,D,A,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,B,A,A,D,A,B,B,A,B,D,B,B,D,A,A,B,C,A,A,A,B,A,D,B,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,B,A,A,D,C,B,B,B,B,D,B,B,D,A,A,B,A,B,A,B,B,B,D,B,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,B,B,A,D,B,B,B,A,B,D,B,B,D,A,A,B,A,A,A,A,A,A,D,B,0
A,A,A,A,C,A,A,C,A,A,A,D,A,A,A,B,B,A,D,C,B,B,B,B,D,B,B,D,A,A,B,A,B,A,B,B,B,D,B,0
A,A,A,A,C,A,A,D,A,A,A,D,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,A,A,A,C,A,A,A,A,A,D,A,0
A,A,A,A,C,C,A,C,C,C,B,D,B,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,B,C,C,C,C,C,B,C,C,1
A,A,A,C,A,A,B,C,A,A,B,A,B,A,A,C,A,B,C,B,B,B,A,B,C,B,B,B,A,A,B,C,A,B,A,B,B,C,C,0
A,A,A,C,A,A,B,C,A,A,B,A,B,A,A,C,A,B,C,B,B,C,B,B,C,C,B,B,A,A,B,C,A,B,A,C,B,C,C,0
A,A,B,A,A,A,A,A,A,A,A,D,B,A,A,C,A,A,D,C,A,C,C,C,D,C,C,D,A,A,B,A,C,B,C,A,B,A,C,0
A,A,B,A,A,A,A,A,A,A,A,D,B,A,A,C,A,A,D,C,B,B,B,B,D,B,B,D,A,A,B,A,A,B,B,B,A,A,C,0
A,A,B,A,A,A,A,A,A,A,A,D,B,A,A,C,A,A,D,C,B,C,B,C,C,C,C,D,A,A,B,A,C,B,B,B,B,A,C,0
A,A,B,A,A,A,A,A,A,A,A,D,B,A,A,C,B,A,D,C,B,C,B,C,C,C,C,D,A,A,B,A,C,B,B,B,A,A,C,0
A,A,B,A,A,A,A,A,A,A,A,D,B,A,A,C,B,A,D,C,B,C,B,C,C,C,C,D,A,A,B,A,C,B,C,B,A,A,C,1
A,A,B,A,A,A,A,A,A,A,A,D,C,A,A,C,A,A,D,D,B,C,C,C,C,C,C,D,A,A,C,A,C,C,C,A,B,A,C,0
A,A,B,A,A,A,A,C,A,A,A,D,B,A,A,B,A,A,D,C,A,B,B,B,D,B,B,D,A,A,B,A,B,B,C,B,A,A,B,0
A,A,B,A,A,A,A,C,A,A,A,D,B,A,A,B,A,A,D,C,B,B,B,B,D,B,B,D,A,A,B,A,A,A,B,B,A,A,B,0
A,A,B,A,A,A,B,A,A,A,B,A,C,A,A,C,B,B,C,C,C,C,C,C,B,C,C,B,A,A,C,A,C,C,C,C,C,A,C,0
A,A,B,A,A,A,B,C,A,A,B,A,C,A,A,C,A,B,C,C,B,C,B,C,B,C,C,B,A,A,B,C,B,C,B,C,B,A,C,0
A,A,B,A,A,A,B,C,A,A,B,A,C,A,A,C,A,B,C,C,B,C,C,C,B,C,C,B,A,A,C,C,C,C,C,B,B,A,C,0
A,A,B,A,A,A,B,C,A,A,B,A,C,A,A,C,A,B,C,C,B,C,C,C,C,C,C,B,A,A,C,C,C,C,C,C,B,A,C,0
A,A,B,A,A,A,B,C,A,A,B,A,C,A,A,C,A,B,C,C,C,C,B,C,B,C,C,B,A,A,C,C,C,C,B,C,B,A,C,0
A,A,B,A,A,C,A,A,C,C,B,D,B,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,B,A,C,C,C,C,B,A,C,0
A,A,B,A,A,C,A,C,C,C,A,A,C,A,A,C,D,A,B,C,B,C,C,C,C,C,C,B,C,C,C,C,C,B,C,B,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,B,A,A,C,A,B,D,C,B,C,B,C,B,C,C,B,C,C,B,C,C,B,B,B,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,B,A,A,C,A,B,D,C,B,C,B,C,C,C,C,B,C,C,B,C,C,B,C,B,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,B,A,A,C,B,B,D,B,C,C,B,C,B,C,C,B,C,C,B,C,C,B,B,C,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,B,A,A,C,B,B,D,C,B,C,B,C,C,C,C,B,C,C,B,C,B,B,B,B,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,C,A,A,C,A,A,B,C,B,C,B,C,C,C,C,B,C,C,C,C,B,B,B,B,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,C,A,A,C,A,B,D,C,B,B,B,B,D,B,B,B,C,C,C,C,A,B,B,B,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,C,A,A,C,B,A,B,C,B,C,C,C,C,C,C,B,C,C,C,A,C,C,C,C,B,A,C,0
A,A,B,A,A,C,A,C,C,C,B,D,C,A,A,C,B,B,D,C,B,C,B,C,C,C,C,B,C,C,C,C,B,B,B,B,B,A,C,1
A,A,B,A,C,A,A,C,A,A,A,D,B,A,A,B,A,A,D,C,A,B,A,B,D,B,B,D,A,A,B,A,A,A,B,A,A,D,B,0
A,A,B,A,C,A,A,C,A,A,A,D,B,A,A,B,A,A,D,C,B,B,B,C,D,B,C,D,A,A,B,A,B,B,B,B,A,D,B,0
A,A,B,A,C,A,A,C,A,A,A,D,B,A,A,B,A,A,D,C,B,B,B,C,D,B,C,D,A,A,B,A,B,B,B,B,B,D,B,0
A,A,B,A,C,A,A,C,A,A,A,D,B,A,A,B,A,A,D,C,B,B,B,C,D,B,C,D,A,A,B,A,B,B,C,B,B,D,B,0
A,A,B,A,C,C,A,A,C,C,B,D,C,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,C,D,C,0
A,A,B,A,C,C,A,C,C,C,B,D,B,A,A,C,B,B,D,C,B,C,B,C,C,C,C,B,C,C,B,C,C,B,B,B,B,C,C,0
A,A,B,A,C,C,A,C,C,C,B,D,C,A,A,C,A,B,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,B,C,C,0
A,A,B,A,C,C,A,C,C,C,B,D,C,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,B,C,C,0
A,A,B,A,C,C,A,C,C,C,B,D,C,A,A,C,D,B,D,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,B,C,C,0
A,A,C,A,A,A,A,A,A,A,A,D,C,A,A,C,D,A,D,D,B,C,C,C,C,C,C,D,A,A,C,A,C,C,C,A,B,A,C,0
A,A,C,A,A,A,B,C,A,A,B,A,C,A,A,C,A,B,C,C,B,C,B,C,C,C,C,B,A,A,C,C,B,B,C,B,B,A,C,0
A,A,C,A,A,C,A,A,C,C,B,D,C,A,A,C,A,B,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,B,C,A,C,0
A,A,C,A,A,C,A,A,C,C,B,D,C,A,A,C,A,B,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,B,A,C,0
A,A,C,A,A,C,A,A,C,C,B,D,C,A,A,C,B,A,B,C,B,C,C,C,C,C,C,B,C,C,C,A,C,C,C,B,B,A,C,0
A,A,C,A,A,C,A,A,C,C,B,D,C,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,B,A,C,0
A,A,C,A,A,C,A,B,C,C,B,D,C,A,A,C,A,A,B,C,B,C,C,C,C,C,C,B,C,C,C,C,C,C,C,B,B,A,C,0
A,A,C,A,A,C,A,B,C,C,B,D,C,A,A,C,A,B,D,C,B,C,C,C,C,C,C,B,C,C,C,C,C,C,C,B,B,A,C,0
A,A,C,A,C,A,A,A,A,A,A,D,B,A,A,C,B,A,D,C,B,C,C,C,C,C,C,D,A,A,B,A,C,C,C,B,B,C,C,0
A,A,C,A,C,A,A,A,A,A,A,D,B,A,A,C,B,A,D,C,B,C,C,C,C,C,C,D,A,A,B,A,C,C,C,B,B,D,C,0
A,A,C,A,C,A,A,A,A,A,A,D,B,A,A,C,B,A,D,C,B,C,C,C,D,C,C,D,A,A,B,A,C,C,C,B,B,D,C,1
A,A,C,A,C,A,B,C,A,A,B,A,C,A,A,C,A,B,C,C,B,C,C,C,B,C,C,B,A,A,C,C,C,C,C,C,B,C,C,0
A,A,C,A,C,C,A,A,C,C,B,D,C,A,A,C,B,B,D,C,B,C,C,C,B,C,C,B,C,C,C,A,C,C,C,B,C,D,C,0
A,A,C,C,A,C,A,B,C,C,B,D,C,A,A,C,B,B,D,C,C,C,C,C,B,C,C,B,C,C,C,A,C,C,C,C,B,C,C,1
A,B,A,A,A,C,B,A,C,C,B,A,C,A,D,C,B,B,C,C,C,C,C,C,B,C,C,D,C,C,C,B,C,C,C,C,C,A,C,0
A,B,A,A,A,C,B,C,C,C,C,A,C,A,A,C,A,B,B,C,C,C,B,C,B,C,C,B,C,C,C,C,B,C,B,C,B,A,C,0
A,B,A,A,A,C,B,C,C,C,C,A,C,A,A,C,B,C,D,C,C,C,C,C,B,C,C,B,D,C,C,D,C,C,C,B,C,A,C,0
A,B,A,A,A,C,B,C,C,C,C,A,C,A,C,C,A,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,C,C,C,A,C,0
A,B,A,A,A,C,B,C,C,C,C,D,C,A,A,C,A,C,D,B,C,C,B,C,B,C,C,B,C,C,C,C,C,C,A,B,B,A,C,0
A,B,A,A,A,C,B,C,C,C,C,D,C,A,A,C,B,C,D,C,B,C,B,C,C,C,C,B,C,C,C,C,C,B,C,B,B,A,C,0
A,B,A,A,A,C,B,C,C,D,B,A,C,A,D,C,A,C,C,C,B,C,B,C,C,C,C,C,C,C,C,C,B,B,B,C,B,A,C,0
A,B,A,A,A,C,B,C,C,D,B,A,C,A,D,C,D,C,D,C,C,C,C,C,B,C,C,D,C,C,C,C,C,C,C,C,B,A,C,0
A,B,A,A,C,C,B,C,C,D,B,A,C,A,D,C,D,C,D,C,C,C,C,C,B,C,C,D,C,C,C,C,C,C,C,C,B,C,C,1
A,B,B,A,A,A,B,C,A,A,C,A,C,A,A,C,A,C,C,C,B,C,B,C,C,C,C,B,A,A,C,C,C,C,B,B,B,A,C,1
A,B,B,A,A,C,B,B,C,C,C,D,C,A,D,C,B,B,C,C,C,C,C,C,B,C,C,D,C,C,C,C,C,C,C,C,B,A,C,0
A,B,B,A,A,C,B,C,C,C,B,A,C,A,A,C,B,A,A,C,B,C,B,C,C,C,C,B,C,C,C,C,B,B,B,B,B,A,C,0
A,B,B,A,A,C,B,C,C,C,C,A,C,A,A,C,A,B,B,C,C,C,C,C,B,C,C,B,C,C,C,C,C,C,B,C,B,A,C,0
